celltype,genes,res,gene_symbol
AST,2073,0.7440809911478169,RMDN2
AST,2077,0.8448362566074532,ATL2
AST,2078,0.7899320145012066,HNRNPLL
AST,2082,0.7720483196455611,DHX57
AST,2085,0.9296095532042872,SOS1
AST,2087,0.9171093476172022,MAP4K3
AST,2089,0.7570443919127781,THUMPD2
AST,2091,0.748921011988635,SLC8A1
AST,2096,0.848571375779651,EML4
AST,2097,0.7390301839775221,COX7A2L
AST,2099,0.8533923321849146,MTA3
AST,2102,0.7742544306277768,ZFP36L2
AST,2104,0.913079334050303,THADA
AST,2107,0.8568469178766792,DYNC2LI1
AST,2110,0.856518508614656,LRPPRC
AST,2111,0.9050222912759054,PPM1B
AST,2113,0.8409640758251375,PREPL
AST,2114,0.9063255994147938,CAMKMT
AST,2118,0.8536031302717813,SRBD1
AST,2119,0.9114489748016978,PRKCE
AST,2122,0.9052220343428431,RHOQ
AST,2124,0.7366994741271284,CRIPT
AST,2128,0.8467178727723856,TTC7A
AST,2130,0.9162444723135371,CALM2
AST,2132,0.7711461684858517,MSH2
AST,2135,0.9239440958196632,FBXO11
AST,2136,0.7878745456901762,FOXN2
AST,2137,0.7637570440822983,PPP1R21
AST,2141,0.9613202220179435,NRXN1
AST,2143,0.9579202477915221,ASB3
AST,2146,0.9013725652514527,PSME4
AST,2147,0.9426024132173281,ACYP2
AST,2150,0.9551070898322086,SPTBN1
AST,2151,0.9010413514628064,EML6
AST,2152,0.9186438938152571,RTN4
AST,2153,0.819166599031577,CLHC1
AST,2156,0.9407060556124417,CCDC88A
AST,2157,0.7552360048241742,CFAP36
AST,2158,0.8350836372309296,PPP4R3B
AST,2159,0.7618890233422223,PNPT1
AST,2160,0.9442467705853825,EFEMP1
AST,2164,0.785964282556934,FANCL
AST,2171,0.7562984201840551,PUS10
AST,2173,0.7699110638138026,KIAA1841
AST,2174,0.9365203713624191,USP34
